,text,time,labels
4,【：提倡新文科建设，让文科没那么“水”】近日，网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”，引发热议。中国人民大学公共管理学院教授马亮表示，文科没那么“水”，文理科融合教育也成主流。【：提倡新文科建设，让文科没那么“水”】近日，网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”，引发热议。中国人民大学公共管理学院教授马亮表示，文科没那么“水”，文理科融合教育也成主流。,2023-12-09 10:46,1
6,【？】近日，网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”，不少网友纷纷表示破防，还有一些网友称自己是理科生，但也是服务业。,2023-12-09 11:55,1
7,【你学的文科还是理科？】近日，网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”，引发热议。,2023-12-09 11:44,1
10,胡说八道，那是学的差文科，好的文科，掌管天下【：没觉得这有什么所谓的不好】 ,2023-12-09 12:57,1
12,【：没觉得这有什么所谓的不好】近日，话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我 【：没觉得这有什么所谓的不好】近日，话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我没觉得这有什么所谓的不好啊！！！,2023-12-09 12:42,1
13,【：没觉得这有什么所谓的不好】近日，话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我 【：没觉得这有什么所谓的不好】近日，话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我没觉得这有什么所谓的不好啊！！！,2023-12-09 12:42,1
14,【：服务业没什么不好，我也在舔】近日，网红考研名师张雪峰称，所有文科都叫服务业，总结起来就是“舔”，引发网友热议。12月9日，张雪峰发文回应：“我是不是又说错话，对不起，对不起，我给大家笑一个！你们觉得哪个笑好看，我以 【：服务业没什么不好，我也在舔】近日，网红考研名师张雪峰称，所有文科都叫服务业，总结起来就是“舔”，引发网友热议。12月9日，张雪峰发文回应：“我是不是又说错话，对不起，对不起，我给大家笑一个！你们觉得哪个笑好看，我以后就怎么笑。你看，我在干嘛，我也在舔。可是我没觉得这有什么所谓的不好啊！！！”。并在评论区表示“做服务业没有不好，可是有的人心里过不去这道坎，我能过去，我就做服务业，你过不去，你就不适合做服务业。我是提醒以为某些专业高大上的人，他的本质，尤其是从业初期阶段要了解后在选择。非要恶意解读的。看了我的言论伤心了的，我向您们道歉。”随后，张雪峰晒出一张穿着带有道歉字样衣服的照片称，“为了诚挚的表达歉意，今天穿这个衣服出门。”,2023-12-09 12:42,1
15,12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！【：提倡新文科建设，让文科没那么“水”】近日，网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”， 12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！【：提倡新文科建设，让文科没那么“水”】近日，网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”，引发热议。中国人民大学公共管理学院教授马亮表示，文科没那么“水”，文理科融合教育也成主流。（来源：澎湃新闻 编辑：艺萌）,2023-12-09 12:40,1
16,【小调查：？】：没觉得这有什么所谓的不好】近日，话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一 【小调查：？】：没觉得这有什么所谓的不好】近日，话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我没觉得这有什么所谓的不好啊！！！,2023-12-09 12:27,1
17,【：没觉得这有什么所谓的不好】近日，话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我 【：没觉得这有什么所谓的不好】近日，话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我没觉得这有什么所谓的不好啊！！！,2023-12-09 12:26,1
18,【小调查：？】：没觉得这有什么所谓的不好】近日，话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一 【小调查：？】：没觉得这有什么所谓的不好】近日，话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我没觉得这有什么所谓的不好啊！！！,2023-12-09 12:26,1
19,【小调查：？】：没觉得这有什么所谓的不好】近日，话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一 【小调查：？】：没觉得这有什么所谓的不好】近日，话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我没觉得这有什么所谓的不好啊！！！,2023-12-09 12:25,1
20,【小调查：？】：没觉得这有什么所谓的不好】近日，话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一 【小调查：？】：没觉得这有什么所谓的不好】近日，话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我没觉得这有什么所谓的不好啊！！！,2023-12-09 12:24,1
22,这个热搜又是张雪峰的，媒体现在追着张雪峰报道了，那大部分媒体人都是学文科的，他们觉得记者算是服务业吗？某种意义上来说媒体人应该服务于读者，服务于真相。,2023-12-09 12:20,1
23,【：没觉得这有什么所谓的不好】近日，话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我 【：没觉得这有什么所谓的不好】近日，话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我没觉得这有什么所谓的不好啊！！！,2023-12-09 12:16,1
24,【：没觉得这有什么所谓的不好】近日，话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我 【：没觉得这有什么所谓的不好】近日，话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我没觉得这有什么所谓的不好啊！！！,2023-12-09 12:16,1
25,【：没觉得这有什么所谓的不好】近日，话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我 【：没觉得这有什么所谓的不好】近日，话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我没觉得这有什么所谓的不好啊！！！,2023-12-09 12:16,1
26,【：没觉得这有什么所谓的不好】近日，话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我 【：没觉得这有什么所谓的不好】近日，话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我没觉得这有什么所谓的不好啊！！！,2023-12-09 12:16,1
27,【：没觉得这有什么所谓的不好】近日，话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我 【：没觉得这有什么所谓的不好】近日，话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我没觉得这有什么所谓的不好啊！！！,2023-12-09 12:16,1
28,【：没觉得这有什么所谓的不好】近日，话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我 【：没觉得这有什么所谓的不好】近日，话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我没觉得这有什么所谓的不好啊！！！,2023-12-09 12:16,1
29,【：没觉得这有什么所谓的不好】近日，话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我 【：没觉得这有什么所谓的不好】近日，话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我没觉得这有什么所谓的不好啊！！！,2023-12-09 12:16,1
30,【：没觉得这有什么所谓的不好】近日，话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我 【：没觉得这有什么所谓的不好】近日，话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我没觉得这有什么所谓的不好啊！！！,2023-12-09 12:16,1
31,【：没觉得这有什么所谓的不好】近日，话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我 【：没觉得这有什么所谓的不好】近日，话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我没觉得这有什么所谓的不好啊！！！,2023-12-09 12:15,1
32,【：没觉得这有什么所谓的不好】近日，话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我 【：没觉得这有什么所谓的不好】近日，话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我没觉得这有什么所谓的不好啊！！！,2023-12-09 12:15,1
33,【：没觉得这有什么所谓的不好】近日，话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我 【：没觉得这有什么所谓的不好】近日，话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我没觉得这有什么所谓的不好啊！！！,2023-12-09 12:15,1
34,【：没觉得这有什么所谓的不好】近日，话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我 【：没觉得这有什么所谓的不好】近日，话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我没觉得这有什么所谓的不好啊！！！,2023-12-09 12:15,1
35,【：没觉得这有什么所谓的不好】近日，话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我 【：没觉得这有什么所谓的不好】近日，话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我没觉得这有什么所谓的不好啊！！！,2023-12-09 12:15,1
36,【：没觉得这有什么所谓的不好】近日，话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我 【：没觉得这有什么所谓的不好】近日，话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我没觉得这有什么所谓的不好啊！！！,2023-12-09 12:14,1
37,【：没觉得这有什么所谓的不好】近日，话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我 【：没觉得这有什么所谓的不好】近日，话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我没觉得这有什么所谓的不好啊！！！,2023-12-09 12:14,1
38,【：没觉得这有什么所谓的不好】近日，话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我 【：没觉得这有什么所谓的不好】近日，话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我没觉得这有什么所谓的不好啊！！！,2023-12-09 12:14,1
39,【：没觉得这有什么所谓的不好】近日，话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我 【：没觉得这有什么所谓的不好】近日，话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我没觉得这有什么所谓的不好啊！！！,2023-12-09 12:14,1
40,【：没觉得这有什么所谓的不好】近日，话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我 【：没觉得这有什么所谓的不好】近日，话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我没觉得这有什么所谓的不好啊！！！,2023-12-09 12:14,1
41,【：没觉得这有什么所谓的不好】近日，话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我 【：没觉得这有什么所谓的不好】近日，话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我没觉得这有什么所谓的不好啊！！！,2023-12-09 12:14,1
42,张雪峰老师最全面推荐专业总结，赶快收藏起来～,2023-12-09 12:10,1
44,【：没觉得这有什么所谓的不好，向看了言论伤心的道歉】近日，“张雪峰称文科都是服务业”一话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！ 【：没觉得这有什么所谓的不好，向看了言论伤心的道歉】近日，“张雪峰称文科都是服务业”一话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我没觉得这有什么所谓的不好啊！！！此后，他又在评论区表示， 做服务业没有不好，可是有的人心里过不去这道坎，我能过去，我就做服务业。你过不去，你就不适合做服务业。我是提醒以为某些专业高大上的人，他的本质，尤其是从业初期阶段要了解后在选择。非要恶意解读的，看了我的言论伤心了的，我向您们道歉。,2023-12-09 12:07,1
47,破防的是不是还没工作,2023-12-09 13:59,1
51,【：没觉得这有什么所谓的不好】近日，“张雪峰称文科都是服务业”话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是 【：没觉得这有什么所谓的不好】近日，“张雪峰称文科都是服务业”话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我没觉得这有什么所谓的不好啊！！！,2023-12-09 13:59,1
52,归根到底 现在有什么专业到最后不是归于服务业吗 ,2023-12-09 13:59,1
55,难道理科生的工作不是为了给谁做项目吗好家伙，我们文科生没惹,2023-12-09 13:59,1
56,【：没觉得这有什么所谓的不好，向看了言论伤心的道歉】近日，“张雪峰称文科都是服务业”一话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！ 【：没觉得这有什么所谓的不好，向看了言论伤心的道歉】近日，“张雪峰称文科都是服务业”一话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我没觉得这有什么所谓的不好啊！！！此后，他又在评论区表示， 做服务业没有不好，可是有的人心里过不去这道坎，我能过去，我就做服务业。你过不去，你就不适合做服务业。我是提醒以为某些专业高大上的人，他的本质，尤其是从业初期阶段要了解后在选择。非要恶意解读的，看了我的言论伤心了的，我向您们道歉。,2023-12-09 13:59,1
62,我们觉得这也是不好的，该道歉 ,2023-12-09 13:59,1
64,【：没觉得这有什么所谓的不好，向看了言论伤心的道歉】近日，“张雪峰称文科都是服务业”一话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！ 【：没觉得这有什么所谓的不好，向看了言论伤心的道歉】近日，“张雪峰称文科都是服务业”一话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我没觉得这有什么所谓的不好啊！！！此后，他又在评论区表示， 做服务业没有不好，可是有的人心里过不去这道坎，我能过去，我就做服务业。你过不去，你就不适合做服务业。我是提醒以为某些专业高大上的人，他的本质，尤其是从业初期阶段要了解后在选择。非要恶意解读的，看了我的言论伤心了的，我向您们道歉。,2023-12-09 13:59,1
67,我们是为人民服务的接班人！ ,2023-12-09 13:59,1
69,【：没觉得这有什么所谓的不好，向看了言论伤心的道歉】刺激了脆弱的神经，无论文科理科，不都是服务业，只是服务的对象不同而已，都逃不了。 ,2023-12-09 13:59,1
73,莫管文理课，以后做了老师都是服务业,2023-12-09 13:59,1
76,其实也没说错，服务业不丢脸 ,2023-12-09 13:58,1
79,文科的专业确实少 ,2023-12-09 13:58,1
84,【】近日，网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”，引发热议。12月9日，回应称：“我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我没觉得这有什么所谓的不好啊！” 随后其在 【】近日，网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”，引发热议。12月9日，回应称：“我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我没觉得这有什么所谓的不好啊！” 随后其在评论区表示，做服务业没有不好，可是有的人心里过不去这道坎，我能过去，我就做服务业，你过不去，你就不适合做服务业。我是提醒以为某些专业高大上的人，他的本质，尤其是从业初期阶段要了解后在选择。非要恶意解读的。看了我的言论伤心了的，我向您们道歉。,2023-12-09 13:58,1
88,这话确实没毛病。 ,2023-12-09 13:58,1
90,实话//:不需要恶意解读……我就是文科，我就是服务业，但我也有自己的乙方。除了资     本     谁不是服务业？谁不是乙方呢？张雪峰讲的实话罢了,2023-12-09 13:58,1
91,什么文科理科的，不都是在给别人服务！只不过服务对象不同罢了,2023-12-09 13:58,1
100,什么行业都无所谓,2023-12-09 13:57,1
101,【：没觉得这有什么所谓的不好，向看了言论伤心的道歉】近日，“张雪峰称文科都是服务业”一话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！ 【：没觉得这有什么所谓的不好，向看了言论伤心的道歉】近日，“张雪峰称文科都是服务业”一话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我没觉得这有什么所谓的不好啊！！！此后，他又在评论区表示， 做服务业没有不好，可是有的人心里过不去这道坎，我能过去，我就做服务业。你过不去，你就不适合做服务业。我是提醒以为某些专业高大上的人，他的本质，尤其是从业初期阶段要了解后在选择。非要恶意解读的，看了我的言论伤心了的，我向您们道歉。,2023-12-09 13:57,1
104,【：没觉得这有什么所谓的不好，向看了言论伤心的道歉】近日，“张雪峰称文科都是服务业”一话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！ 【：没觉得这有什么所谓的不好，向看了言论伤心的道歉】近日，“张雪峰称文科都是服务业”一话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我没觉得这有什么所谓的不好啊！！！此后，他又在评论区表示， 做服务业没有不好，可是有的人心里过不去这道坎，我能过去，我就做服务业。你过不去，你就不适合做服务业。我是提醒以为某些专业高大上的人，他的本质，尤其是从业初期阶段要了解后在选择。非要恶意解读的，看了我的言论伤心了的，我向您们道歉。,2023-12-09 13:57,1
105,哪一行本质不是服务业 ,2023-12-09 13:57,1
108,张老师说的真的没毛病 ,2023-12-09 13:57,1
110,没毛病 ,2023-12-09 13:57,1
111,任何专业归根结底都是服务业 ,2023-12-09 13:56,1
121,文科为什么都是服务业啊在说什么啊 ,2023-12-09 13:56,1
122,确实不好听，但是，唉😔 ,2023-12-09 13:56,1
125,没毛病，如果我有脑子选择理，我也不会喜欢文，老师又没说错啥，大多数人都是服务业 ,2023-12-09 13:56,1
130,服务业只是文科的一种吧,2023-12-09 13:56,1
131,谁不是服务业啊 ,2023-12-09 13:56,1
135,其实没啥大毛病 ,2023-12-09 13:55,1
137,说的很对啊,2023-12-09 13:55,1
142,何止文科啊！现在有几个行业不是服务行业啊！ ,2023-12-09 13:55,1
143,怎么说呢 其实所有行业都是服务业（？个人理解） 只是服务对对象不同罢了 ,2023-12-09 13:55,1
146,【：提倡新文科建设，让文科没那么“水”】近日，网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”，引发热议。中国人民大学公共管理学院教授马亮表示，文科没那么“水”，文理科融合教育也成主流。 【：提倡新文科建设，让文科没那么“水”】近日，网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”，引发热议。中国人民大学公共管理学院教授马亮表示，文科没那么“水”，文理科融合教育也成主流。来源：澎湃新闻  责编：沈丽萍  审核：王首荣,2023-12-09 13:55,1
148,都是服务业,2023-12-09 13:54,1
151,难道不是行行服务业吗 ,2023-12-09 13:54,1
152,本医学行业 也是服务业 ,2023-12-09 13:54,1
153,哈哈哈哈哈哈，说的也没错，其实工科也是服务业，服务各类工程。大家都是相互服务的。 ,2023-12-09 13:54,1
157,你觉得服务业就是舔吗？,2023-12-09 13:54,1
158,现实是残酷的、、话不好听，其实就是这样 ,2023-12-09 13:54,1
159,大家不都在舔吗，除了那些投胎牛逼的现在谁不在舔 ,2023-12-09 13:54,1
160,【】近日，网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”，引发热议。12月9日，回应称：“我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我没觉得这有什么所谓的不好啊！” 随后其在 【】近日，网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”，引发热议。12月9日，回应称：“我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我没觉得这有什么所谓的不好啊！” 随后其在评论区表示，做服务业没有不好，可是有的人心里过不去这道坎，我能过去，我就做服务业，你过不去，你就不适合做服务业。我是提醒以为某些专业高大上的人，他的本质，尤其是从业初期阶段要了解后在选择。非要恶意解读的。看了我的言论伤心了的，我向您们道歉。,2023-12-09 13:54,1
161,没啥毛病 ,2023-12-09 13:54,1
162,文科专业没惹你们任何一个人、、、张雪峰  文科 文科生 服务业 道歉 回应 ,2023-12-09 13:54,1
163,说得一点也没错，我现在就是服务业，一生要强文科生 ,2023-12-09 13:54,1
170,张雪峰干的就是服务业，也是各种舔啊 ,2023-12-09 13:54,1
171,张雪峰说文科都是服务业，看他是站在哪个角度说的，文科不管什么专业都是为人民服务的，作家、编剧、记者、外交、法律业、新闻业……哪一个职业不是为人民服务。理科相对文科来说，技术性、创造性强一点，但最终也是为人民、为社会服务，从这个角度讲，理科也是服务业。一个 张雪峰说文科都是服务业，看他是站在哪个角度说的，文科不管什么专业都是为人民服务的，作家、编剧、记者、外交、法律业、新闻业……哪一个职业不是为人民服务。理科相对文科来说，技术性、创造性强一点，但最终也是为人民、为社会服务，从这个角度讲，理科也是服务业。一个国家，文理兼容，才能更好发展，找对方向，才更好 更快 的实现中华民族伟大复兴的重任！,2023-12-09 13:53,1
172,还可以呀，没说错呀，确实不太好找出路，我文科不是考研就是考公的，确实没啥别的出路 ,2023-12-09 13:53,1
177,天啊我的天啊在说什么啊文科都是服务业？难道理科不是吗？不都是吗为什么非要说文科文科和理科只是服务的对象不同吧天啊我的天啊在说什么啊文科都是服务业？难道理科不是吗？不都是吗为什么非要说文科文科和理科只是服务的对象不同吧,2023-12-09 13:53,1
