#心中的古装剧Top1#,Query time: 2023-12-21 20:13:26
龚俊的温客行，真是的一绝狐妖小红娘月红篇，龚俊东方月初｜,2023-12-20 23:53
陈情令,2023-12-20 23:53
赵丽颖的所有古装剧知否、楚乔传、花千骨… ,2023-12-20 23:53
我投《星落凝成糖》全员俊男靓女，全员演技在线。 ,2023-12-20 23:53
仙剑奇侠传三和轩辕剑之天之痕永远的天花板,2023-12-20 23:53
香蜜 真的 我永远的top1,2023-12-20 23:53
如故念周生，周生辰我想你了,2023-12-20 23:53
琅琊榜，毋庸置疑 ,2023-12-20 23:53
《流水迢迢》加油哦，希望你明年能打败《锦衣之下》成为我心中的古装剧Top1。期待卫昭和萧无瑕,2023-12-20 23:53
长相思第二季，期待叶十七，期待涂山璟,2023-12-20 23:53
gj那当然是《安乐传》的太子韩烨容冠中原心忧天下，舍身为国以命破局以凡人之力比肩神明，韩烨绝对是古装剧男主天花板,2023-12-20 23:53
💜还用说嘛,2023-12-20 23:53
任嘉伦锦衣之下，陆大人，我的白月光啊,2023-12-20 23:53
周生如故，香蜜神啊 ,2023-12-20 23:52
那必是琅琊榜了 ,2023-12-20 23:52
都提名的啥玩意,2023-12-20 23:52
《周生如故》任嘉伦,2023-12-20 23:52
武林外传啊 有疑问吗 ,2023-12-20 23:52
那必然是陈情令 ,2023-12-20 23:52
那必须是,2023-12-20 23:52
还是古天乐李若彤版的《神雕侠侣》。。但是每个阶段会有特别爱的，比如一念关山刘宇宁就是宁远舟，谁也超越不了他了，诗诗就是如意，再没有他选。 ,2023-12-20 23:52
今年非莫属,2023-12-20 23:52
知否,2023-12-20 23:52
林志颖那版的天龙八部！出了好多明星 ,2023-12-20 23:52
成毅莲花楼,2023-12-20 23:52
一见润玉误终身，长月烬明无可替，唯见江心秋月白，众望所归唐俪辞罗云熙yyds，期待,2023-12-20 23:52
杨幂的三生三世十里桃花,2023-12-20 23:52
这几天我们这里特别冷，零下10多度，想起长月烬明里跪冰的澹台烬，就愈发心疼，他得多冷啊。也还得是魔胎，才能扛这么多天。 ,2023-12-20 23:52
仙剑一和三 ,2023-12-20 23:52
我打算写完手上的文就重温陈情令！,2023-12-20 23:52
无忧渡，烈焰之武庚纪，流水迢迢，任嘉伦好久没播古装啦,2023-12-20 23:52
你要说很多年前，那可太多了，童年看的古装剧才是yyds，但近些年的话还是陈情令 ,2023-12-20 23:51
知否！ 我没事就会翻出来看，做事情也会放着当背景音的一部！ ,2023-12-20 23:51
长月烬明！不管是从国产古装剧特效史的发展层面上，还是从古装剧主题“宿命自由论”的立意层面上，长月烬明都是毫无疑问的top1！罗云熙对主角澹台烬的角色刻画水平既深刻又完美！,2023-12-20 23:51
那必然是邓为期待长相思第二季 ,2023-12-20 23:51
那必须是《一念关山》。宁远舟丝滑的打戏，稳定的情绪，非常正的三观。真是太好看了。值得反复看。,2023-12-20 23:51
今年看过的最好的反复看了好几遍的《一念关山》！太喜欢刘宇宁宁远舟！宁远舟战亡那一幕好久好久都没平复内心的震撼！现在又欣赏一遍所谓的be.美学！导演真的太会拍了！演员也很给力！ ,2023-12-20 23:51
刘诗诗的古装，刘诗诗的打戏都是仙品，不看是损失，大爆剧一念关山任如意入股不亏,2023-12-20 23:51
,2023-12-20 23:51
陈情令永远是我的top1,2023-12-20 23:51
陈情令！永远的第一名,2023-12-20 23:51
莲花楼真的是近几年最好看的剧了,2023-12-20 23:51
第一甄嬛传，第二仙剑三，第三庆余年 ,2023-12-20 23:51
那肯定是《传闻中的陈芊芊》啦！ ,2023-12-20 23:51
钟汉良不愧为优秀的演员宜古宜今,2023-12-20 23:51
古装天花板任嘉伦任何一部古装剧都是我心中TOP难分伯仲虽同是古装 题材却又完全不同任嘉伦的角色亦有着完全不同的人生轨迹每一个都是有一无二的存在 ,2023-12-20 23:51
这就不得不提到《陈情令》了！！正片好看 花絮也好看又在重刷了 好剧永不过时！！因心有所念 夏天被赋予了特别的意义,2023-12-20 23:51
《长月烬明》我还困在里面！ ,2023-12-20 23:51
香蜜沉沉烬如霜的锦觅，是我永远的白月光,2023-12-20 23:51
期待一下任嘉伦武庚微博预约：,2023-12-20 23:51
没人选步步惊心吗,2023-12-20 23:50
三生三世十里桃花，仙剑三都挺好看 ,2023-12-20 23:50
苏摩纯煌,2023-12-20 23:50
《玉骨遥》《陈情令》！！,2023-12-20 23:50
知否知否应是绿肥红瘦 ,2023-12-20 23:50
长相思，最爱涂山璟叶十七，没有之一，期待第二季 ,2023-12-20 23:50
仙剑奇侠传三,2023-12-20 23:50
没有完美的古装剧，但周生如故yyds！坐等下面三位来打我脸,2023-12-20 23:50
甄嬛传 ,2023-12-20 23:50
琅琊榜算古装剧吗？如果算的话那就是他！！！ ,2023-12-20 23:50
大声喊出他的名字！长月烬明啊啊啊啊！！罗云熙演技太顶了！永远都神！！,2023-12-20 23:50
期待一下任嘉伦无忧渡,2023-12-20 23:50
钟汉良宜古宜今亦正亦邪期待你的新作品,2023-12-20 23:50
甄嬛传 ,2023-12-20 23:50
我最爱的千古玦尘，白玦就是我心中的神仙,2023-12-20 23:50
美人煞琉璃 ,2023-12-20 23:50
怎么能没有甄嬛传，还珠格格 ,2023-12-20 23:50
永远怀念那个夏天，永远不会过时，重温《陈情令》，你会有不一样的情感共识,2023-12-20 23:49
想念澹台烬，这个冬天希望烬宝吃饱穿暖！ ,2023-12-20 23:49
梦华录不止是我心中的Top1！更是2022年四榜Top1 ！全平台招商Top1！梦华录和刘亦菲都是一种形容词,2023-12-20 23:49
长月烬明吧，服化道都在线，罗云熙神魔大战和十二神陨落那段太精彩了！！ ,2023-12-20 23:49
//://://://:,2023-12-20 23:49
cycy成毅从来都没有辜负演员这个称呼，从古装仙侠到现代题材，他的气质随着角色的变化而变化，从不会局限在一种。成毅就是当之无愧的剧抛脸成毅英雄志|成毅卢云|成毅狐妖小红娘王权篇|成毅王权富贵|成毅莲花楼|李莲花|李相 cycy成毅从来都没有辜负演员这个称呼，从古装仙侠到现代题材，他的气质随着角色的变化而变化，从不会局限在一种。成毅就是当之无愧的剧抛脸成毅英雄志|成毅卢云|成毅狐妖小红娘王权篇|成毅王权富贵|成毅莲花楼|李莲花|李相夷  2023.07.13古装角色混剪,2023-12-20 23:49
今年我最喜欢的古装剧是《护心》，喜欢龙主天曜❤️❤️❤️,2023-12-20 23:49
李宏毅就是天选萧瑟啊！心中有大义，不畏权势，对朋友讲义气！坚持正义……,2023-12-20 23:49
以为点进来能看到路人的安利结果全是粉丝在推自己偶像演的剧不是 我说有的剧多烂都臭名昭著了粉丝怎么还好意思说古装剧top1啊  我真的低估一些粉丝为爱编瞎话的决心。。。 ,2023-12-20 23:49
那当然是古装天花板任嘉伦的所有剧,2023-12-20 23:49
鬼厉张小凡,2023-12-20 23:49
必须是莲花楼 从八月份看完 到现在别的剧一点看不下去 已NNNN刷 太好看了 从不认识成毅 到垂直入坑 宝藏演员 很棒👍🏻,2023-12-20 23:49
期待一下流水迢迢微博预约：,2023-12-20 23:49
任嘉伦 锦衣之下任嘉伦 陆绎任嘉伦 锦衣卫这部剧谁都替代不了,2023-12-20 23:49
仙剑三吧 ,2023-12-20 23:49
优秀的实力派演员钟汉良期待你的新作品,2023-12-20 23:49
,2023-12-20 23:49
必须是陈情令,2023-12-20 23:48
长相思  香蜜 ,2023-12-20 23:48
必须是莲花楼啊！ ,2023-12-20 23:48
必须琅琊榜,2023-12-20 23:48
有且仅有仙剑奇侠传三 ,2023-12-20 23:48
必定莲花楼 ,2023-12-20 23:48
玉骨谣和陈情令 ,2023-12-20 23:48
🌙✌️年度爆剧长月烬明，顶破优酷天花板，带动地方经济，畅销海外，全球烬化，还有谁没看罗云熙的长月烬明！困在名为长月烬明的般若浮生里走不出来，要早点看到罗云熙的下一部剧才能好，期待颜心记和水龙吟。🌙✌️年度爆剧长月烬明，顶破优酷天花板，带动地方经济，畅销海外，全球烬化，还有谁没看罗云熙的长月烬明！困在名为长月烬明的般若浮生里走不出来，要早点看到罗云熙的下一部剧才能好，期待颜心记和水龙吟。,2023-12-20 23:48
周生如故yyds锦衣之下白月光大唐荣耀成名作任嘉伦牛期待待播剧《无忧渡》《烈焰之武庚纪》 《流水迢迢》,2023-12-20 23:48
我推荐为2023，TA如星星般耀眼，闪烁着谁都无法替代的光！你心中的是谁呢？快来微博之夜推荐TA，参与集卡互动还能有机会得盛典门票去见TA哦！戳>>,2023-12-20 23:48
这题我会《长歌行》必须是《长歌行》！！！ ,2023-12-20 23:48
钟汉良演技炉火纯青塑造形象个个都是经典,2023-12-20 23:48
古剑奇谭我的神 ,2023-12-20 23:48
不是莲花楼我第一个不同意!!!我心中的第一名!谁能忘记李莲花!那个天下第一成毅｜莲花楼,2023-12-20 23:48
必须是一念关山 我宁那么帅,2023-12-20 23:47
长歌行我想在有生之年得见盛世大唐——李长歌永远喜欢长歌行，永远偏爱李长歌。 ,2023-12-20 23:47
,2023-12-20 23:47
知否知否应是绿肥红瘦,2023-12-20 23:47
国超哥哥的《大唐荣耀》《锦衣之下》《周生如故》在我这儿都是top级别期待古装天花板任嘉伦的待播剧《无忧渡》《烈焰之武庚纪》《流水迢迢》,2023-12-20 23:47
赵丽颖的花千骨。 ,2023-12-20 23:47
周生如故yyds！永远的意难平！愿国土之上，再无百里硝烟。 愿我北陈百姓，安居乐业。 人间炊烟不断，千里绵延……周生辰已是一种情绪，挥之不去！,2023-12-20 23:47
陈情令是永远的Top1,2023-12-20 23:47
这也太宽了，今年的话还是长相思吧 ,2023-12-20 23:47
玉骨遥，学法者何为，以拯黎元危难！ ,2023-12-20 23:47
//://://://:,2023-12-20 23:47
那必须是吴启华黎姿版倚天屠龙记，是除了新白娘子传奇，西游记，香帅传奇之外刷了几十遍的剧永远爱姿敏敏,2023-12-20 23:47
还是我的《长月烬明》,2023-12-20 23:47
任嘉伦的周生如故，无论看多少遍还是会被震撼。我的小南辰王,2023-12-20 23:47
那必须是我们长月烬明啊,2023-12-20 23:47
你心中的古装剧Top1是哪部剧呢？来提名！ ,2023-12-20 23:47
莲花楼 沉香如屑 琉璃，都很好看啊,2023-12-20 23:47
是我的初心陆绎大人，是2020年后最爆的古偶——《锦衣之下》,2023-12-20 23:47
琅琊榜 ,2023-12-20 23:47
那个夏天，陈情令,2023-12-20 23:46
看周生如故被锤入任嘉伦的坑底，考古锦衣之下和大唐荣耀也连喊这个任yyds，不敢想象他的待播剧《无忧渡》《烈焰之武庚纪》《流水迢迢》播出我有多快乐,2023-12-20 23:46
举手已经8刷《陈情令》啦，真的很爱两个男主都超帅！！,2023-12-20 23:46
//://://://:,2023-12-20 23:46
梦华录，永远是梦华录，永远爱顾盼生辉,2023-12-20 23:46
我推荐《长歌行》！ ,2023-12-20 23:46
❤️这个话题，怎么能少的了《一念关山》2023爱奇艺收官之作，一念可以说是真的火了…关于爱，关于成长，关于舍与得，关于家国大义，一念关山可以说是一部有深度，有情怀的好剧，值得一看！ ,2023-12-20 23:46
论剧情莲花楼，少年歌行，论角色云之羽宫远徵 ,2023-12-20 23:46
｜成毅三年三爆从仙侠到古偶到武侠都能轻松驾驭～每个角色都有不同的吸引力～是纯情的禹司凤，是清冷帝君应渊，今年李相夷/李莲花吸粉无数，剧粉的天堂请多多进组拍戏我们爱看～接下来期待武侠《英雄志》 ,2023-12-20 23:46
原来我认为Top1是后来我觉得yyds现在我又觉得一定更好看果然，能超越的只有他自己 ,2023-12-20 23:46
长月烬明很不错 ,2023-12-20 23:46
最近几年就刘诗诗的一念关山吧， 任如意太美太飒了刘诗诗,2023-12-20 23:46
我心目中的第一绝对是星汉灿烂，天若有道自不会让有情人分离,2023-12-20 23:46
香蜜呀超爱凤凰 ,2023-12-20 23:46
当然是刘诗诗演的一念关山，看到任如意跟以前有很大的不同，演技真的很好 ,2023-12-20 23:46
古剑奇谭 ,2023-12-20 23:46
香蜜沉沉烬如霜 当初觉得名字土没看 后来看了真上头 ost没看时都已经会唱了,2023-12-20 23:46
琅琊榜！！！ ,2023-12-20 23:45
很难选，六小龄童版西游记吧 ,2023-12-20 23:45
提名王鹤棣主演的《浮图缘》，来看肖铎打戏混剪也提前祝肖掌印一周年快乐,2023-12-20 23:45
期待任嘉伦的三部待播剧！rjlrjl,2023-12-20 23:45
👉千江水有千江月，长月就是top月☝️的古装剧yyds,2023-12-20 23:45
自然是今年最爆古装剧长月烬明 服化道引领仙侠剧敦煌风潮流 剧情宣扬以身救世的正确价值观 一番大男主罗云熙的颜值演技还是top的存在,2023-12-20 23:45
钟汉良古装天花板！无论是《逆水寒》的惊才绝艳顾惜朝、《锦心似玉》的玉树临风的侯爷，还是《孤芳不自赏》骁勇善战的楚王爷都深入人心,2023-12-20 23:45
仔细想了一下好像很难在我心里去排名禹司凤、应渊、唐周、李相夷、李莲花到底谁可以在第一位。《琉璃》是成毅和二代果的定情之作，《沉香如屑》是成毅和三代果的定情之作，《莲花楼》是成毅和四代果的定情之作。以后会有更多而我呢，从乍见之欢到如今刻骨铭心，他们在我心中是不同时段的top1⃣️ 仔细想了一下好像很难在我心里去排名禹司凤、应渊、唐周、李相夷、李莲花到底谁可以在第一位。《琉璃》是成毅和二代果的定情之作，《沉香如屑》是成毅和三代果的定情之作，《莲花楼》是成毅和四代果的定情之作。以后会有更多而我呢，从乍见之欢到如今刻骨铭心，他们在我心中是不同时段的top1⃣️，都好喜欢,2023-12-20 23:45
莲花楼,2023-12-20 23:45
《三生三世十里桃花》 ,2023-12-20 23:45
那必然是《莲花楼》!我心中的古装剧第一名!!!谁能忘记李莲花啊成毅｜莲花楼,2023-12-20 23:45
投千古决尘和琉璃,2023-12-20 23:45
//://:,2023-12-20 23:45
近几年来没啥好剧，今年《莲花楼》真的是当之无愧的top1了，建议大家都去看 ,2023-12-20 23:45
《仙剑奇侠传1》李逍遥与赵灵儿yyds,2023-12-20 23:45
“别人喜不喜欢我，我根本不在乎，只要你愿意喜欢我，就够了”当然是长月烬明了，我最爱的澹台烬 ,2023-12-20 23:45
们周生如故粉永远都不会懂锦衣之下粉心里的纠结,2023-12-20 23:45
//:陈情令,2023-12-20 23:45
点进来一看全是古装偶像剧。。。。。。我以为会是铁齿铜牙纪晓岚那类的。。。是我不配了。。。告辞 ,2023-12-20 23:45
这个见仁见智吧，不过许凯拍了不少古装剧，都各具特色，无论是仙侠玄幻，还是落地古偶，抑或者唐装汉服明制清装，他都驾轻就熟。欢迎品鉴！ ,2023-12-20 23:44
苍兰诀 我永远的Top1 ,2023-12-20 23:44
当然是近期 大 热 大 爆 的《一念关山》，里面关于 家 国 大 义。兄弟情义。爱情友情。都描述的立意深远。对宁远舟的诠释，真的让我对宁远舟爱到疯狂。,2023-12-20 23:44
期待新剧，天选古人，可盐可甜，可温柔纯良，可疯批腹黑|,2023-12-20 23:44
《仙剑3》我心中永远的top1 ,2023-12-20 23:44
心中的古装剧top1，任嘉伦所有的古装剧在我心里，你就是最好的,2023-12-20 23:44
心中的古装剧Top1那必须是一念关山啊。这部剧真的太好看了。立意止战，宣扬和平，家国大义。是一部值得反复观看的好剧，剧中的细节更是值得好好细品，打戏更是精彩，原创剧本实景拍摄的古装传奇公路剧。男主宁远舟真的是我心目中男主人设天花板顶板了，不只有演技还有眼技，打戏文戏落泪戏，样样真的没 心中的古装剧Top1那必须是一念关山啊。这部剧真的太好看了。立意止战，宣扬和平，家国大义。是一部值得反复观看的好剧，剧中的细节更是值得好好细品，打戏更是精彩，原创剧本实景拍摄的古装传奇公路剧。男主宁远舟真的是我心目中男主人设天花板顶板了，不只有演技还有眼技，打戏文戏落泪戏，样样真的没得挑的，演的太好了，家国情，兄弟情都让人泪目，一念关山在我心中Top1。刘宇宁一念关山。刘宇宁宁远舟。。,2023-12-20 23:44
那必然是 甄嬛传 ,2023-12-20 23:44
lyxlyx我本无意惹惊鸿，奈何惊鸿入我心。,2023-12-20 23:44
°🌸‿(* ⁰̴͈꒨⁰̴͈)=͟͟͞͞➳❤我喜欢你 )‿🌸°天问藤间璀璨来，九歌琴上海棠开。怀沙熠熠穿云涧，一汪玉蟾梨花白。期待千杯不醉如月皎皎楚晚宁。°🌸‿(* ⁰̴͈꒨⁰̴͈)=͟͟͞͞➳❤我喜欢你 )‿🌸°天问藤间璀璨来，九歌琴上海棠开。怀沙熠熠穿云涧，一汪玉蟾梨花白。期待千杯不醉如月皎皎楚晚宁。,2023-12-20 23:44
必须是，那可是捅破👖的记录 ,2023-12-20 23:44
天生邪骨澹台烬；白裳瑶仙冥夜君；披荆斩棘沧九旻；长月烬明罗云熙。 ,2023-12-20 23:44
任嘉伦好期待《流水迢迢》卫昭／萧无瑕,2023-12-20 23:44
虽然但是，广场上的提名都是哪来的脸,2023-12-20 23:44
任嘉伦的锦衣之下、周生如故都是古装TOP作品，三部古装待播剧：🥝自制奇幻大剧《无忧渡》、男频大剧《烈焰之武庚纪》，🐧自制权谋大剧《流水迢迢》，相信也一样优秀，来约！,2023-12-20 23:44
又漂亮又帅气又强大又脆弱，罗云熙在长月烬明里塑造的每个角色个性鲜明，不同时期不同心境也表现得细致入微，真的超强,2023-12-20 23:43
周生如故 ,2023-12-20 23:43
玉骨遥仙侠古偶天花板！光立意上就秒了，我们芸芸众生还是有人在乎的！ ,2023-12-20 23:43
今年  小破站 古相思曲,2023-12-20 23:43
罗云熙太帅啦！！！ ,2023-12-20 23:43
重温一下修罗王玄夜和应渊的对打戏成毅一人分饰应渊帝君、唐周和玄夜三个角色。成毅的演技带着观众入戏,2023-12-20 23:43
不拉不踩，今年的当属，高开爆走，现象级爆剧,2023-12-20 23:43
从剧里到剧外爱了四年多，现在依然爱着以后也继续会爱着的除了《陈情令》还是《陈情令》💚❤️💛,2023-12-20 23:43
“当爱意消亡，恨意消亡，肉身消亡的那一天，要如何证明这些爱恨，是真的存在过？” ,2023-12-20 23:43
cy2023年心中最喜欢的古装剧非莲花楼莫属，莲花楼真是一部良心好剧，成毅大男主的演技真是好的没得说！,2023-12-20 23:43
任此嘉岁应绝伦,2023-12-20 23:43
那必须是古装天花板任嘉伦的古装剧了～～,2023-12-20 23:43
玉骨遥绝对第一 ,2023-12-20 23:43
《大明宫词》，一首明媚又忧伤的诗，国产剧美学巅峰,2023-12-20 23:43
长相思！！期待第二季，期待邓为涂山璟,2023-12-20 23:42
那可多了，《甄嬛传》《陈情令》……今年的《玉骨遥》也很喜欢。 ,2023-12-20 23:42
永远忘不掉的嫋嫋，永远忘不了的星汉 ,2023-12-20 23:42
任嘉伦《周生如故》我皇叔周生辰yyds,2023-12-20 23:42
关山万里路，拔剑起长歌，谁懂长歌行带来的震撼,2023-12-20 23:42
甄嬛，知否，三生三世，长歌行 ,2023-12-20 23:42
cy当属成毅饰演的角色啦，比如《琉璃》中成毅饰演的禹司凤，比如《沉香如屑沉香重华》中饰演的应渊帝君、唐周、玄夜，再比如《莲花楼》中饰演的李相夷、李莲花，哪一个在我眼里都是top1,2023-12-20 23:42
｜杨紫的长相思，香蜜沉沉烬如霜是我心中永远的古装Top，杨紫优秀！杨紫长相思小夭破鸿蒙,2023-12-20 23:42
那必须我陈情令 ,2023-12-20 23:42
那当属古装美男任嘉伦的已播剧大唐荣耀鲜衣怒马广平王李俶，锦衣之下智慧颜值担当陆绎陆大人，周生如故美强惨将军周生辰，还有待播剧流水迢迢多面权臣卫昭卫指挥使以及烈焰之武庚纪热血王子武庚，期待任嘉伦大帅哥新剧播出,2023-12-20 23:42
长相思！ ,2023-12-20 23:42
当然是让我魂牵梦绕的长月烬明啊,2023-12-20 23:42
三年三爆，成毅的《琉璃》，《沉香如屑》，《莲花楼》都是心中古装剧Top1论打戏行云流水自带美感堪称一场视觉盛宴。成毅古装造型更是不用多说，隔着屏幕都能感受到的帅气来期待成毅的新剧狐妖小红娘王权富贵吧，真的不能错过哦三年三爆，成毅的《琉璃》，《沉香如屑》，《莲花楼》都是心中古装剧Top1论打戏行云流水自带美感堪称一场视觉盛宴。成毅古装造型更是不用多说，隔着屏幕都能感受到的帅气来期待成毅的新剧狐妖小红娘王权富贵吧，真的不能错过哦,2023-12-20 23:42
只能是任嘉伦的《周生如故》惊才绝艳的小南辰王周生辰一直是我心里的隐隐作痛。 播出至今两年多了，一直有观众为任嘉伦的颜值和演技痴迷，为天神皇叔的陨落哭的肝肠寸断，痛彻心扉。 好演员成就经典角色，经典角色成就口碑好剧。,2023-12-20 23:42
从未停止过一直刷的那就是《陈情令》莫属了 ,2023-12-20 23:42
当然是罗云熙的长月烬明了，古装剧一般只看罗云熙,2023-12-20 23:42
《仙剑三》必须yyds,2023-12-20 23:42
知否知否应是绿肥红瘦 ,2023-12-20 23:42
陈情令yyds,2023-12-20 23:42
//://://://://:,2023-12-20 23:42
在我心中都很喜欢都很经典,2023-12-20 23:42
陈情令,2023-12-20 23:42
//:是我澹台烬永远的神,2023-12-20 23:42
看周生如故被锤入任嘉伦的坑底，考古锦衣之下和大唐荣耀也连喊这个任yyds，不敢想象他的待播剧《无忧渡》《烈焰之武庚纪》《流水迢迢》播出我有多快乐,2023-12-20 23:42
为什么没人提长歌行，真的好爱正在二刷中 ,2023-12-20 23:42
陈情令 ,2023-12-20 23:42
那必须是2023暑假爆款长相思第一季中的最佳男友-邓为涂山璟！大荒首富，颜值爆表！眼里有活，嘴里有话。洁身自好，纯爱战神。尊重所有女性角色。谁看见了不迷糊啊！,2023-12-20 23:42
步步惊心 甄嬛传 ,2023-12-20 23:41
必须是，重刷n次，后劲实足，一人分饰七个不同时期人物，各不相同，演技炸裂，在4月冷档期播放量刷新优酷历史，今年更无数次作为标杆对比。绝对心中的古装剧top1，期待新的视听盛宴。,2023-12-20 23:41
lyxcyjmttj长月烬明，澹台烬，4月开始再无一日安眠,2023-12-20 23:41
点名杨紫的《长相思》《香蜜沉沉烬如霜》《沉香如屑》《天乩白蛇传》杨紫优秀爆剧女王，现偶古偶大女主~,2023-12-20 23:41
点进来震惊我的程度，我以为是大明宫词之类的古装，武侠剧也可以接受，结果整的都是些什么 ,2023-12-20 23:41
2023没看，但古装剧top1一定是我西游记！ ,2023-12-20 23:41
成毅莲花楼李莲花  把我一个从来不看古装剧的一脚踢进内娱 ,2023-12-20 23:41
永远选择澹台烬，一看到下雪就想起他 ,2023-12-20 23:41
点进话题 都是些什么垃圾 难道不应该是琅琊榜么？内🐟真的💊 ,2023-12-20 23:41
知否知否，刷了太多遍了 ,2023-12-20 23:41
//://://://:,2023-12-20 23:41
救命，仙剑三啊，一些什么歪瓜裂枣也配 ,2023-12-20 23:41
玉骨遥！看了玉骨遥后就再也看不下去市面上那些古偶和所谓的仙侠剧了。,2023-12-20 23:41
必须是任嘉伦的锦衣之下，周生如故，待播剧烈焰之武庚纪，无忧渡，流水迢迢,2023-12-20 23:40
香蜜和长相思都好看,2023-12-20 23:40
那肯定是我的虐剧天花板《东宫》。快2024了，还是走不出来,2023-12-20 23:40
《三国演义》永远的神！ ,2023-12-20 23:40
《红楼梦》 ,2023-12-20 23:40
步步惊心yyds ,2023-12-20 23:40
有缘人来看看演员任嘉伦《大唐荣耀》李俶《锦衣之下》陆绎《周生如故》周生辰《请君》陆炎还有待播剧《无忧渡》宣夜《烈焰之武庚纪》武庚《流水迢迢》卫昭任嘉伦古装yyds,2023-12-20 23:40
今年夏天最火的剧是＿陈情令 ,2023-12-20 23:40
说说你心中古装届的颜值扛把子刘亦菲｜赵丽颖｜迪丽热巴｜唐嫣｜杨幂｜刘诗诗｜古力娜扎｜赵露思（欢迎补充）,2023-12-20 23:40
甄嬛传 ,2023-12-20 23:40
媚娘,2023-12-20 23:40
//://://://://:,2023-12-20 23:40
今年古相思曲，往年知否知否应是绿肥红瘦，楚乔传，花千骨 ,2023-12-20 23:40
只有陈情令 ,2023-12-20 23:40
陈情令,2023-12-20 23:40
张小凡 ,2023-12-20 23:40
个人比较喜欢花千骨,2023-12-20 23:40
琅琊榜！！！！！永远没有之一！！ ,2023-12-20 23:40
当然是陈情令了，不仅记住了每个配角的名字，连动物的名字都记得，我心中的封神之作，超爱魏无羡蓝忘机,2023-12-20 23:40
走不出来，好几个月了还没走出来 ,2023-12-20 23:40
《大唐荣耀》《锦衣之下》《周生如故》都是口碑好剧都是心中最好的！任嘉伦武庚炽热的眼神里，有追忆伤感，也有心动温暖，很有氛围感和故事感，好的演员就是能带观众入戏，让人对故事产生好奇感呀！明年期待一番男主任嘉伦的《烈焰之武庚纪》，《无忧渡》，《流水迢迢》 《大唐荣耀》《锦衣之下》《周生如故》都是口碑好剧都是心中最好的！任嘉伦武庚炽热的眼神里，有追忆伤感，也有心动温暖，很有氛围感和故事感，好的演员就是能带观众入戏，让人对故事产生好奇感呀！明年期待一番男主任嘉伦的《烈焰之武庚纪》，《无忧渡》，《流水迢迢》,2023-12-20 23:40
成毅的古装剧闭眼入就完事了，成毅的演技永远不会让你失望,2023-12-20 23:39
古相思曲,2023-12-20 23:39
//://://://:,2023-12-20 23:39
蜀山战纪2踏火行歌，每年必刷 ,2023-12-20 23:39
疯批病娇美人澹台烬真的好带感，我心中的古装剧top1️⃣非《》莫属！！！！！☁️☁️,2023-12-20 23:39
//://://://://://:,2023-12-20 23:39
知否,2023-12-20 23:39
必须是长月烬明里面的澹台烬啊,2023-12-20 23:39
那必然是仙剑三 我永远的白月光仙三真的是我回不去的年少肆意 真的好怀念 虽然我还没多大景天｜雪见｜仙剑三,2023-12-20 23:39
陈情令,2023-12-20 23:39
抱一丝，2023归来仍是我们陈情令啦,2023-12-20 23:39
唯有嘉倫,2023-12-20 23:39
琅琊榜 ,2023-12-20 23:39
杨紫的古装剧都是精品中的精品，你喜欢的类型我们都有。今年长相思自我救赎的小夭实力第一，心中最佳！,2023-12-20 23:39
天空一声巨响💥，烬皇闪亮登场✨,2023-12-20 23:39
还珠格格,2023-12-20 23:39
//://://://:,2023-12-20 23:39
琅琊榜。 ,2023-12-20 23:39
86版西游记，猴哥被压了500年还是阳光开朗大男孩，现在看和小时候看会从不同的角度发现问题，常看常新 ,2023-12-20 23:39
《陈情令》 ,2023-12-20 23:39
那当然是《陈情令》啦“我想带一人 回云深不知处 带回去 藏起来” ,2023-12-20 23:39
任嘉伦周生如故 ,2023-12-20 23:38
还珠格格 ,2023-12-20 23:38
不是只有古偶叫古装剧啊。。。四大名著，史剧，武侠，宫斗哪个不比古偶好看,2023-12-20 23:38
那不得是琅琊榜呀！好几年了，还是最棒的！ ,2023-12-20 23:38
无论什么时候答案都是《陈情令》,2023-12-20 23:38
//://://://://:,2023-12-20 23:38
在我这里今年必然是时影，没有之一 ,2023-12-20 23:38
//://://://:,2023-12-20 23:38
必然是知否 ,2023-12-20 23:38
当然是肖战任敏主演的玉骨遥，绝配 ,2023-12-20 23:38
必须是《长月烬明》 澹台烬,2023-12-20 23:38
一念关山呀！每个角色都独一无二，不可缺少，每段故事都倾情演绎。宁远舟带领的小分队也真的是上大分，这一路上，都在成长，都在坚守着自己的信念，值得反复观看。,2023-12-20 23:38
除了《陈情令》还是《陈情令》，陈情一响四面八方的令牌们都到了！如果每天不看看🌸絮不翻翻图都总觉的少了点什么！陈情未绝 热爱不断！💚❤️💛,2023-12-20 23:38
lyxcyjmttj起风了澹台烬，今夜必定很难熬,2023-12-20 23:38
那必须成毅呀 ,2023-12-20 23:38
