#心中的古装剧Top1#,Query time: 2023-12-21 20:13:26
就宁远舟噢，他这个人设，感觉就是个天花板了，听我唠唠～～1️⃣忠诚但不愚忠，忠君但也怼wudi～2️⃣有底线有原则，迫使andi坦白己罪但不杀andi～3️⃣心中大义为先，干啥想啥做啥决定，都先考虑的是百姓，先人后己，就超有人格 就宁远舟噢，他这个人设，感觉就是个天花板了，听我唠唠～～1️⃣忠诚但不愚忠，忠君但也怼wudi～2️⃣有底线有原则，迫使andi坦白己罪但不杀andi～3️⃣心中大义为先，干啥想啥做啥决定，都先考虑的是百姓，先人后己，就超有人格魅力还不个人英雄主yi～4️⃣知世故而不世故，就，他的智商能准确识别朝政腌臜并避免，能跟给自己喂毒药的讨厌鬼共处，就感觉有些高尚，然后还很尊重女性，就难得～5️⃣见多识广而深情，宁头啥没见过，从抗拒到沉溺，然后变成唯一，，，总之这样的设定，，编剧导演真的很阔以。。😘🎈然后，说说我为啥沉溺：1️⃣喜欢宁头人设，人格魅力，会觉得当他手下的女提及也很好，有追求，有前途～2️⃣宁头好看啊，长得高，还帅，手还好看，声音还好听，，，当路人，做朋友，都很好啊～3️⃣想成为宁远舟，想也能潇洒恣意，也能坚定自己多好～,2023-12-21 15:42
一念关山 ,2023-12-21 15:42
神的爱情从希腊开始，我的爱情从你开始,2023-12-21 15:35
刘宇宁，你什么时候出来直播？我好想看你直播想哭了,2023-12-21 15:33
cy从仙侠到武侠到古装群像剧，《琉璃》、《与君歌》、《沉香如屑》、《莲花楼》，三年三爆，成毅的古装剧都是精品，都是top，不分伯仲,2023-12-21 15:28
长月烬明YYDS ,2023-12-21 15:25
允许自己做自己，允许别人做别人前方更值得期待,2023-12-21 15:25
,2023-12-21 15:21
宁远舟就是我这么多年看过的所有电视剧里边儿的男主人设天花板。刘宇宁你和宁远舟的适配度极高，你就是宁远舟本人，不敢想象你的未来高度会有多么的高,2023-12-21 15:19
一念关山——宁远舟,2023-12-21 15:18
当然是宁远舟一念关山啦 ,2023-12-21 15:14
魏侯没出来之前，宁远舟在我这就是古装最吊的有微博之夜的地方就有刘宇宁我可太喜欢了，哈哈哈哈哈哈哈king👉🏻刘宇宁星光Race👉🏻刘宇宁剧集👉🏻一念关山歌曲👉🏻奉上💥💥💥💥💥💥💥💥💥魏侯没出来之前，宁远舟在我这就是古装最吊的有微博之夜的地方就有刘宇宁我可太喜欢了，哈哈哈哈哈哈哈king👉🏻刘宇宁星光Race👉🏻刘宇宁剧集👉🏻一念关山歌曲👉🏻奉上💥💥💥💥💥💥💥💥💥｜｜,2023-12-21 15:12
我就爱刘宇宁的战损装，实在太帅了,2023-12-21 15:12
,2023-12-21 15:02
古装剧，最好看的是《香蜜沉沉烬如霜》和《晴雅集》。最喜欢的角色是邓伦凤凰和邓伦博雅。邓伦演技精湛，台词功底过硬，形象气质吸引人。看邓伦演戏能引起观众的共鸣。很优秀的实力演员。 ,2023-12-21 15:00
,2023-12-21 14:55
先干为敬！,2023-12-21 14:53
,2023-12-21 14:51
我心中的古装ToP1当然是邓伦的《香蜜沉沉烬如霜》。邓伦的凤凰演的太好了，让人百看不厌，无法忘怀。 ,2023-12-21 14:49
刘亦菲演的古装我都爱！ ,2023-12-21 14:48
百里屠苏古装天花板 ,2023-12-21 14:48
陈情令,2023-12-21 14:38
除了长相思小夭，再找不到别的剧让我如此着迷！期待长相思第二季！【杨紫国色芳华 | 杨紫何惟芳 | 杨紫承欢记 |  杨紫麦承欢| 杨紫要久久爱 | 杨紫黄瀛子 | 杨紫长相思｜杨紫小夭｜杨紫玟小六 | 杨紫猎毒 | 杨紫骆佳  |  杨紫女心理师| 杨紫贺顿】 除了长相思小夭，再找不到别的剧让我如此着迷！期待长相思第二季！【杨紫国色芳华 | 杨紫何惟芳 | 杨紫承欢记 |  杨紫麦承欢| 杨紫要久久爱 | 杨紫黄瀛子 | 杨紫长相思｜杨紫小夭｜杨紫玟小六 | 杨紫猎毒 | 杨紫骆佳  |  杨紫女心理师| 杨紫贺顿】,2023-12-21 14:35
还是忘不了凤凰 ,2023-12-21 14:31
..⛩️ 什么风都会过去⛩️ 而小南辰王自带的风会留下印记⛩️ 因为～那是浑然天成的酝酿🌹...,2023-12-21 14:26
就这段哭戏看得我泪崩不是唯美哭戏才叫哭戏扣动人心的哭戏，才是哭戏能让人共鸣的哭才最打动人就这段哭戏看得我泪崩不是唯美哭戏才叫哭戏扣动人心的哭戏，才是哭戏能让人共鸣的哭才最打动人,2023-12-21 14:24
江湖行，行赏几载春秋，春秋浩盛俪辞时。红尘繁，繁复无涯爱恨，爱恨唐皇一人纳。水龙吟，吟啸万里江山，江山狐黠股掌中。恭喜解锁新角色唐俪辞，期待一番大男主S+大剧《水龙吟 江湖行，行赏几载春秋，春秋浩盛俪辞时。红尘繁，繁复无涯爱恨，爱恨唐皇一人纳。水龙吟，吟啸万里江山，江山狐黠股掌中。恭喜解锁新角色唐俪辞，期待一番大男主S+大剧《水龙吟》！,2023-12-21 14:23
一念关山假如爱有天意怜幽草，草长莺飞恋宇宁，凡尘俗世多分扰唯有宇宁最牢靠，你是明珠散光辉照亮尘世灰，一生所爱与宁同行。 ,2023-12-21 14:22
🍓|🍓|摩登兄弟刘宇宁2024年生日献礼 ➫刘宇宁专属祝老大生日快樂.一定會越來越好.身體健康.天天開開心心.大紅大紫.工作顺順利利刘宇宁一念关山 🍓|🍓|摩登兄弟刘宇宁2024年生日献礼 ➫刘宇宁专属祝老大生日快樂.一定會越來越好.身體健康.天天開開心心.大紅大紫.工作顺順利利刘宇宁一念关山🍓|刘宇宁珠帘玉幕🍓|刘宇宁魏劭🍓|刘宇宁折腰🍓|刘宇宁卓不凡🍓|刘宇宁天行健🍓|刘宇宁帝林🍓|刘宇宁紫川🍓|摩登兄弟刘宇宁[虎爪比心]刘宇宁[虎爪比心]宁哥[虎爪比心]棚主[虎爪比心]lyn,2023-12-21 14:22
白头如新俯人世，倾盖如故仰慧心。侠客岂能避世行，浩汤快意共奔流。仰止高山勘疑案，虚妄相中虚妄世。依别郎君何日逢，江心月上江心白。期待江心白驰骋《颜心记》，世情百态中 白头如新俯人世，倾盖如故仰慧心。侠客岂能避世行，浩汤快意共奔流。仰止高山勘疑案，虚妄相中虚妄世。依别郎君何日逢，江心月上江心白。期待江心白驰骋《颜心记》，世情百态中以不变真心算无遗策,2023-12-21 14:22
🍓|🍓|摩登兄弟刘宇宁2024年生日献礼 ➫刘宇宁专属祝老大生日快樂.一定會越來越好.身體健康.天天開開心心.大紅大紫.工作顺順利利刘宇宁一念关山🍓|刘 🍓|🍓|摩登兄弟刘宇宁2024年生日献礼 ➫刘宇宁专属祝老大生日快樂.一定會越來越好.身體健康.天天開開心心.大紅大紫.工作顺順利利刘宇宁一念关山🍓|刘宇宁珠帘玉幕🍓|刘宇宁魏劭🍓|刘宇宁折腰🍓|刘宇宁卓不凡🍓|刘宇宁天行健🍓|刘宇宁帝林🍓|刘宇宁紫川🍓|摩登兄弟刘宇宁[虎爪比心]刘宇宁[虎爪比心]宁哥[虎爪比心]棚主[虎爪比心]lyn,2023-12-21 14:20
云淡风轻，淡不去对你的思念。白云苍狗，带不走有你的流年。,2023-12-21 14:19
愿你成为自己喜欢的样子：不抱怨，不将就，有自由，有光芒。,2023-12-21 14:17
lynlynlyn真诚是永远的必杀技，你的努力真诚有目共睹！愿你梦的远方，温暖可向；愿你所到之处，遍地阳光；愿你被这世界，温柔以待。刘宇宁燕子京❤️刘宇宁珠帘玉幕❤️刘宇宁魏劭❤️刘宇宁折腰❤️刘宇宁宁远舟❤️刘宇宁 lynlynlyn真诚是永远的必杀技，你的努力真诚有目共睹！愿你梦的远方，温暖可向；愿你所到之处，遍地阳光；愿你被这世界，温柔以待。刘宇宁燕子京❤️刘宇宁珠帘玉幕❤️刘宇宁魏劭❤️刘宇宁折腰❤️刘宇宁宁远舟❤️刘宇宁一念关山❤️刘宇宁卓不凡❤️刘宇宁天行健❤️刘宇宁帝林❤️刘宇宁紫川❤️刘宇宁宝曼兰朵卓韵代言人❤️刘宇宁纪梵希彩妆代言人❤️刘宇宁巴黎欧莱雅美发代言人❤️刘宇宁巴黎欧莱雅护肤代言人❤️刘宇宁纯甄品牌代言人,2023-12-21 14:17
武侠03天龙、仙侠仙剑奇侠传近几年的话梦华录已经很多年没出现我爱的武侠和仙侠世界了 ,2023-12-21 14:17
百里屠苏yyds,2023-12-21 14:16
那绝对是一念关山啦！宁远舟古装男主天花板,2023-12-21 14:15
期待英雄志！期待成毅的卢云！ ,2023-12-21 14:15
你之于我，是向往，是希望，是不顾一切要到达的远方。,2023-12-21 14:13
周生如故    周生辰锦衣之下    陆绎无忧渡       宣夜流水迢迢    卫昭任嘉伦主演,2023-12-21 14:12
我在风中等你，你迎风而来，你在雾中等我，我拨开云幕。,2023-12-21 14:11
勘虚像者，浮屠三千了然过客；知我心者，泼墨入江东方既白。世人莫问悲欢悬案，踪迹铭心间；傲骨江郎叩击往事，惊才绝如故。期待江心白驰骋《颜心记》，世情百态中以不变真心算 勘虚像者，浮屠三千了然过客；知我心者，泼墨入江东方既白。世人莫问悲欢悬案，踪迹铭心间；傲骨江郎叩击往事，惊才绝如故。期待江心白驰骋《颜心记》，世情百态中以不变真心算无遗策,2023-12-21 14:09
五行为道生混沌，独步天人惊貌。游龙驰骋，银狐睥睨，俪辞年少。试策江湖，人心尽掌，生机莫料。纵横门派中，神佛若恼，凭他去、我独傲。恭迎唐俪辞吟啸武林，期待一番大男主剧 五行为道生混沌，独步天人惊貌。游龙驰骋，银狐睥睨，俪辞年少。试策江湖，人心尽掌，生机莫料。纵横门派中，神佛若恼，凭他去、我独傲。恭迎唐俪辞吟啸武林，期待一番大男主剧《水龙吟》震烁九天！,2023-12-21 14:09
如焰心，心炙渴爱红尘生。如水龙，龙衍天下乾坤起。如俪辞，辞行江湖爱恨浓。玄妙人世，作我眉眼。万般侠情，为我所用。水龙一啸，舍我其谁？恭喜解锁新角色唐俪辞，期待一番大 如焰心，心炙渴爱红尘生。如水龙，龙衍天下乾坤起。如俪辞，辞行江湖爱恨浓。玄妙人世，作我眉眼。万般侠情，为我所用。水龙一啸，舍我其谁？恭喜解锁新角色唐俪辞，期待一番大男主S+大剧《水龙吟》！,2023-12-21 14:07
一念关山宁远舟，再见，期待老大的下一部男主剧,2023-12-21 14:04
庭前雪一片一片一片下不停念着你一颦一笑一时不愿醒策马人间四季 怎将你相迎,2023-12-21 14:04
今年的古装剧Top1当然是长相思第一季啦2022年沉香如屑·沉香重华2018年香蜜沉沉烬如霜杨紫是剧的品质保障 品质演员杨紫 年度电视剧演员 top花 爆剧花杨紫,2023-12-21 14:01
,2023-12-21 13:59
一招一式行云流水，干净飒爽，侠气与力量感冲破苍穹天下无双！我战神天花板！ ,2023-12-21 13:56
陈情令,2023-12-21 13:56
周生如故  周生辰锦衣之下  陆绎真的太帅了任嘉伦主演,2023-12-21 13:54
纯古装那肯定梦华录，纯仙侠那肯定仙剑奇侠传，纯武侠那肯定神雕侠侣,2023-12-21 13:52
狐狸仙啧啧啧啧啧啧啧啧小葡萄的可爱深入人心啊,2023-12-21 13:50
那必须是《一念关山》。还有感谢台湾棚友的应援，刘宇宁的战损真的好帅。,2023-12-21 13:48
🎄任嘉伦，天选古人，各平台公认的古装天花板，无论是《大唐荣耀》、《锦衣之下》，还是《周生如故》，部部经典。期待的新剧悬疑探案《无忧渡》，热血男频《烈焰之武庚纪》，江湖权谋《流水迢迢》~⚡⚡#任嘉伦流水迢迢 🎄任嘉伦，天选古人，各平台公认的古装天花板，无论是《大唐荣耀》、《锦衣之下》，还是《周生如故》，部部经典。期待的新剧悬疑探案《无忧渡》，热血男频《烈焰之武庚纪》，江湖权谋《流水迢迢》~⚡⚡⚡,2023-12-21 13:48
一念关山一念关山,2023-12-21 13:44
"cql我心中的古装剧top1,永远的战羡博机！永远的无羁！ ",2023-12-21 13:44
《周生如故》我的古装剧天花板！！！周生辰 我永远的白月光 ,2023-12-21 13:43
无论是在媒体还是各路前辈口中，一直都是那个肯吃苦钻研，努力认真对待自己的工作的优秀演员和歌手！真诚的人永远值得收获更多鲜花和掌声，期待未来带来更多好的作品。lyn,2023-12-21 13:42
莲花楼最爱，沉香如屑第二，其他没看不知道 ,2023-12-21 13:37
xz数载风云，浮沉多少，寒薇仍有千千结。玉骨作契，空桑时影❤️,2023-12-21 13:36
老大老大 ,2023-12-21 13:36
☾˚‧º· 𝓖𝓸𝓸𝓭 𝓝𝓲𝓰𝓱𝓽 ☾˚‧º·世界上最好的保鲜就是不断进步努力让自己成为更好的人这比什么都重要。 ,2023-12-21 13:36
&被你的可爱咬一口，灵魂都失重,2023-12-21 13:35
老大当之无愧的第一,2023-12-21 13:34
"陈情令！绝对的top1,永远留在了2019！永远的夏天！ ",2023-12-21 13:33
这个很好回答当然是长月烬明，n刷的剧很上头让你不能快进，怕错过一个任何一个剧情！罗云熙的演绎让你的情绪跟着他的走！他喜你喜他悲你悲！,2023-12-21 13:29
刘宇宁宁远舟 | 刘宇宁燕子京 |摩登兄弟刘宇宁 | 刘宇宁 | 宁哥 | 棚主  | lyn不是我喜欢的样子你都有，而是你所有的样子我都喜欢。愿有生之年，只诉温暖不言殇，倾心相遇，安暖相陪刘宇宁一念关山刘宇宁宁远舟 | 刘宇宁燕子京 |摩登兄弟刘宇宁 | 刘宇宁 | 宁哥 | 棚主  | lyn不是我喜欢的样子你都有，而是你所有的样子我都喜欢。愿有生之年，只诉温暖不言殇，倾心相遇，安暖相陪刘宇宁一念关山刘宇宁珠帘玉幕刘宇宁魏劭刘宇宁折腰刘宇宁紫川刘宇宁帝林刘宇宁卓不凡刘宇宁天行健,2023-12-21 13:27
新的一天已经开始，爱刘宇宁的脚步不会停止。愿我们都能朝着光，坚定不移地奔向梦想。 ,2023-12-21 13:27
刘宇宁宁远舟 | 刘宇宁燕子京 |摩登兄弟刘宇宁 | 刘宇宁 | 宁哥 | 棚主  | lyn不是我喜欢的样子你都有，而是你所有的样子我都喜欢。愿有生之年，只诉温暖不言殇，倾心相遇，安暖相陪刘宇宁一念关山刘宇宁宁远舟 | 刘宇宁燕子京 |摩登兄弟刘宇宁 | 刘宇宁 | 宁哥 | 棚主  | lyn不是我喜欢的样子你都有，而是你所有的样子我都喜欢。愿有生之年，只诉温暖不言殇，倾心相遇，安暖相陪刘宇宁一念关山刘宇宁珠帘玉幕刘宇宁魏劭刘宇宁折腰刘宇宁紫川刘宇宁帝林刘宇宁卓不凡刘宇宁天行健,2023-12-21 13:26
刘宇宁宁远舟｜｜刘宇宁一念关山｜,2023-12-21 13:22
金鸡奖官方采访来啦！现身并接受专访，分享电影《无名》的幕后故事，来听一听他如何评价自己的表演吧！,2023-12-21 13:21
。。我们要 fall in love fall in love～At this moment～那所有的快乐～都专属于你～,2023-12-21 13:21
任嘉伦的古装剧呀！部部精品，长尾牛 大唐荣耀，锦衣之下，周生如故，每个角色都让剧粉念念不忘爱奇艺无忧渡，武庚纪，腾讯流水迢迢搞快点,2023-12-21 13:21
早上起来活动活动筋骨，和一起跳个舞吧,2023-12-21 13:19
《凤囚凰》《知否》《楚乔传》,2023-12-21 13:19
||还有这么多角色等着我了解你，你的过去我没有参与，你的以后我肯定会紧随，因为你刘宇宁就是我刘宇宁一念关山刘宇宁珠帘玉幕刘宇宁魏劭刘宇宁折腰刘宇宁卓不凡刘宇宁天行健刘宇宁帝林 ||还有这么多角色等着我了解你，你的过去我没有参与，你的以后我肯定会紧随，因为你刘宇宁就是我刘宇宁一念关山刘宇宁珠帘玉幕刘宇宁魏劭刘宇宁折腰刘宇宁卓不凡刘宇宁天行健刘宇宁帝林刘宇宁紫川摩登兄弟刘宇宁[虎爪比心]刘宇宁[虎爪比心]宁哥[虎爪比心]棚主[虎爪比心]lyn,2023-12-21 13:19
就是那句从来也没想过喝酒，淘汰了，喝点吧。我怎么看着看着就哭了呢……你说的好轻松，可是我已经想到了当时的心酸和难过，好心疼啊，一路走来，真的很不容易，我好心疼，都过去了，都过去了,2023-12-21 13:18
邓伦旭凤永远的top,2023-12-21 13:18
当然是已经四刷的《莲花楼》了… ,2023-12-21 13:18
甄嬛传 ,2023-12-21 13:17
刘宇宁演的宁远舟就是我心目中一直想找的完美男人，目前我看过的的所有影视作品里最完美的古装top1,2023-12-21 13:17
长月烬明，吾主俯视蝼蚁。 ,2023-12-21 13:16
我们最爱的宁宝让我们心中所向！,2023-12-21 13:16
春光不及你温柔，星辰不及月上楼 ,2023-12-21 13:15
挺多的，从踹我入坑的《锦衣之下》，到绝世大甜剧《周生如故》，还有一直期待的《流水迢迢》《烈焰之武庚纪》《无忧渡》……你真是自己跟自己比啊…… ,2023-12-21 13:13
必须是一念关山，今年追的唯一一部剧，也追对了，主演演技很棒，刘宇宁让人经验，加油，你的努力配得上现在的荣誉 ,2023-12-21 13:12
少包1 ,2023-12-21 13:12
期待新作流水迢迢，无忧渡，烈焰之武庚纪早日播出，再创佳绩。 ,2023-12-21 13:11
🌻🌻2023必须是一念关山,2023-12-21 13:10
..刘宇宁宁远舟刘宇宁一念关山宁远舟宁远舟宁远舟一念关山刘宇宁宁远舟刘宇宁一念关山lyn,2023-12-21 13:10
一念关山 ,2023-12-21 13:09
高马尾，银面具，干净利落的打戏，任嘉伦流水迢迢赶紧播，🐧你抓紧。,2023-12-21 13:06
🌚热门提名的那几部剧都挺难评的，原来就我在纠结到底是《三国演义》还是《琅琊榜》嘞,2023-12-21 13:06
任嘉伦《锦衣之下》，我永远的白月光任嘉伦《周生如故》，周生辰已经成为一种情绪超级期待任嘉伦的待播剧《无忧渡》《烈焰之武庚纪》《流水迢迢》,2023-12-21 13:06
一念关山网络有分析老大是可以离开娱乐圈也可以挣到他身价的钱的男明星他十分爱护自己的羽毛身正刘宇宁大红大紫宇宙无敌超级小狼狗,2023-12-21 13:06
【】金鸡奖官方采访来啦！现身并接受专访，分享电影《无名》的幕后故事，来听一听他如何评价自己的表演吧！,2023-12-21 13:06
刘宇宁是最帅的,2023-12-21 13:04
山河令无可替代，天选的张哲瀚和龚俊，最好的温周之恋，是我唯一一部连配角老师、导演、制片人都记住了名字的电视剧！！！ ,2023-12-21 13:04
是我们的凤凰啊，一眼万年,2023-12-21 13:02
最好的刘宇宁 ,2023-12-21 13:01
一直相信，阴影也是可以很美，因为那是光的赐予 ,2023-12-21 13:00
|||刘宇宁宁远舟刘宇宁燕子京最好的总会在最不经意时出现，你就是最好的宁哥刘宇宁一念关山刘宇宁珠帘玉幕刘宇宁魏劭刘宇宁折腰刘 |||刘宇宁宁远舟刘宇宁燕子京最好的总会在最不经意时出现，你就是最好的宁哥刘宇宁一念关山刘宇宁珠帘玉幕刘宇宁魏劭刘宇宁折腰刘宇宁卓不凡刘宇宁天行健刘宇宁帝林刘宇宁紫川摩登兄弟刘宇宁[虎爪比心]刘宇宁[虎爪比心]宁哥[虎爪比心]棚主[虎爪比心]lyn,2023-12-21 13:00
杨紫的古装剧都是精品中的精品，你喜欢的类型我们都有。今年长相思自我救赎的小夭实力第一，心中最佳！,2023-12-21 13:00
这个世界乱糟糟的，而你干干净净，悬在心上，做我的月亮。 ,2023-12-21 12:59
陈情令首位 ,2023-12-21 12:58
世人皆论你风趣幽默 却未曾见你手捧星辰和我们双向奔赴 ,2023-12-21 12:58
这就不得不放出我的天下第一李相夷了,2023-12-21 12:55
🦊🦊我的古装NO.1是长月烬明。当然，以后会有更多，比如罗云熙的新剧。 ,2023-12-21 12:51
|时影好俊秀，每一个角度都如此好看完美,2023-12-21 12:50
承蒙时光不弃，感谢每个阶段的自己，愿所有的美好和期待都能如约而至。,2023-12-21 12:48
香蜜呀“天道毕，日月俱，出窈窈，入冥冥，  魑魅魍魉，皆消亡。”爱明媚赤诚的凤凰，随旭凤斩妖除魔！dldl,2023-12-21 12:47
,2023-12-21 12:46
不忍看你哭，可我又这么喜欢你的哭～我怎么会这么分裂和bt～｜｜｜,2023-12-21 12:46
好好好👌🏻时光从来不语但回答了所有问题一定会🔥会让更多的人知道 ,2023-12-21 12:40
个人觉得是周生如故，这部剧看了心里很堵，没有大开大合的表演，确总让人念念不忘，再看再甜都是刀,2023-12-21 12:40
刘宇宁刘宇宁你是最棒了 ,2023-12-21 12:38
刘宇宁永远是我心中的NO.1,2023-12-21 12:37
阿诗勒隼yyds ,2023-12-21 12:36
唯有山河令,2023-12-21 12:36
必须是的凤凰呀！只因看了你一眼，今天已绑定！ ,2023-12-21 12:35
宁大人和如意终于拜了天地，还好，小分队有人去观礼了。。。 ,2023-12-21 12:34
宜古宜今的演技派实力演员//:一人千面的钟汉良期待,2023-12-21 12:34
"終於知道怎形容男生的眼睛，“爛爛如巖下電”,""目中有火，面上有光"",就是寧遠舟 ",2023-12-21 12:33
仙剑奇侠传三,2023-12-21 12:33
必须是龚俊，因为温客行垂直入坑，后来发现真的好帅好帅，白月光朱砂痣,2023-12-21 12:32
无人能撼动任嘉伦古装剧在我心中的地位期待他的新作品播出 ,2023-12-21 12:32
任嘉伦的古装剧呀。《锦衣之下》，陆绎眼神开车出圈。《周生如故》，BE美学天花板。任嘉伦还有三部待播古装剧，志怪捉妖题材《无忧渡》，漫改热血男频《烈焰之武庚纪》，古装权谋大剧《流水迢迢》～时光如“流水”，奔流见明天～  任嘉伦的古装剧呀。《锦衣之下》，陆绎眼神开车出圈。《周生如故》，BE美学天花板。任嘉伦还有三部待播古装剧，志怪捉妖题材《无忧渡》，漫改热血男频《烈焰之武庚纪》，古装权谋大剧《流水迢迢》～时光如“流水”，奔流见明天～,2023-12-21 12:31
。。刘宇宁宁远舟、刘宇宁燕子京、刘宇宁珠帘玉幕、刘宇宁魏劭、刘宇宁折腰、刘宇宁一念关山、刘宇宁卓不凡、刘宇宁天行健、刘宇宁帝林、刘宇宁紫川你要记得，无论如何，都要守住自己的本心。你想要的，我都会给你，但前提是，你 。。刘宇宁宁远舟、刘宇宁燕子京、刘宇宁珠帘玉幕、刘宇宁魏劭、刘宇宁折腰、刘宇宁一念关山、刘宇宁卓不凡、刘宇宁天行健、刘宇宁帝林、刘宇宁紫川你要记得，无论如何，都要守住自己的本心。你想要的，我都会给你，但前提是，你要先学会放下。,2023-12-21 12:31
,2023-12-21 12:31
愿那个鲜衣怒马的少年郎，永远走在开满鲜花的路上 ,2023-12-21 12:30
🌿🌿刘宇宁宁远舟🌊 刘宇宁燕子京💎摩登兄弟刘宇宁刘宇宁棚主宁哥lyn✨至少五年没有追过古装剧了，没想到是这样刺激的追剧体验，能参与你的经历，我很开心。✨刘宇宁一念关山🌸🍃刘宇宁 🌿🌿刘宇宁宁远舟🌊 刘宇宁燕子京💎摩登兄弟刘宇宁刘宇宁棚主宁哥lyn✨至少五年没有追过古装剧了，没想到是这样刺激的追剧体验，能参与你的经历，我很开心。✨刘宇宁一念关山🌸🍃刘宇宁珠帘玉幕🍃🌸刘宇宁魏劭🍃🌸刘宇宁折腰🍃🌸刘宇宁卓不凡🍃🍃刘宇宁天行健🍃🌸刘宇宁帝林🍃🌸刘宇宁紫川 🌸,2023-12-21 12:30
《仙剑奇侠传3》《宫锁心玉》，还有《古剑奇谭》，《三生三世十里桃花》《扶摇》，女主都是杨幂。,2023-12-21 12:27
这肯定提名杨幂啊！杨幂的古装剧谁没看过！期待杨幂后续的狐妖小红娘月红篇,2023-12-21 12:26
|淡淡的妆容，素雅的景致，人和景完美的融合在一起，真就文人雅士，仙风道骨,2023-12-21 12:24
一定是香蜜沉沉烬如霜，邓伦扮相俊美硬朗，他的演技出类拔萃，为观众呈现出一个鲜活、立体的凤凰人物形象。,2023-12-21 12:23
dl邓伦优秀唯爱凤凰,2023-12-21 12:22
一部神剧 ,2023-12-21 12:20
任嘉伦的古装剧每部都很惊艳。 ,2023-12-21 12:20
有一说一一念关山真的是23年里可圈可点的剧啦！||刘宇宁宁远舟刘宇宁燕子京刘宇宁一念关山刘宇宁珠帘玉幕刘宇宁魏劭刘宇宁 有一说一一念关山真的是23年里可圈可点的剧啦！||刘宇宁宁远舟刘宇宁燕子京刘宇宁一念关山刘宇宁珠帘玉幕刘宇宁魏劭刘宇宁折腰刘宇宁卓不凡刘宇宁天行健,2023-12-21 12:19
一念关山 ,2023-12-21 12:19
超棒！！！,2023-12-21 12:18
梦华录，打分人数八十几万，可怕地、破圈的爆 ,2023-12-21 12:17
,2023-12-21 12:17
永远的山河令❤️💙，yyds。 ,2023-12-21 12:16
现在的陈情令！早年的翁美玲版的射雕英雄传和古天乐版的圆月弯刀！,2023-12-21 12:16
杨幂演的每部古装仙侠剧在我心中都均为top1出品就为封神杰作，可爱灵动最为讨人喜欢众多经典需细品观赏,2023-12-21 12:16
这几年唯一不开倍速追的一部剧 《一念关山》,2023-12-21 12:14
陈情令,2023-12-21 12:13
#心中的古装剧Top1愿家国平安！🍓刘宇宁燕子京 | 刘宇宁珠帘玉幕 |🦅刘宇宁魏劭 | 刘宇宁折腰 |🍓刘宇宁宁远舟 | 刘宇宁一念关山 |🦅刘宇宁卓不凡 | 刘宇宁天行健 |🍓刘宇宁帝林 | 刘宇宁紫川 |▽ 摩登兄弟刘宇宁  𝓜𝓭𝔁𝓭   刘 #心中的古装剧Top1愿家国平安！🍓刘宇宁燕子京 | 刘宇宁珠帘玉幕 |🦅刘宇宁魏劭 | 刘宇宁折腰 |🍓刘宇宁宁远舟 | 刘宇宁一念关山 |🦅刘宇宁卓不凡 | 刘宇宁天行健 |🍓刘宇宁帝林 | 刘宇宁紫川 |▽ 摩登兄弟刘宇宁  𝓜𝓭𝔁𝓭   刘宇宁  𝓛𝓎𝓃宁哥─── ℒℴѵℯ·感恩遇见宁新的一天开始了，愿老大幸福如意,2023-12-21 12:12
一念关山啊！！！！！没有代餐！！ ,2023-12-21 12:11
最好的老大，你只需要努力向前走，我们会一直追上！,2023-12-21 12:11
：现在喝酒的每一个借口之一 都是为了庆祝刘宇宁越来越好…,2023-12-21 12:10
转载侵权删,2023-12-21 12:10
//://://://:,2023-12-21 12:07
王昭君如姬莫雪鸢 ,2023-12-21 12:06
这是部好剧，适合男性看，学剧里如何尊重女性，如何担当，负起该负的责任，国家大义；适合女性看，学会如何思想独立，人格独立，懂得如何选择好的爱人；适合孩子们看，看到团队精神，看清现在的和平盛世是多少先辈们浴血奋战，用生命换来的，懂得珍惜当下。一 这是部好剧，适合男性看，学剧里如何尊重女性，如何担当，负起该负的责任，国家大义；适合女性看，学会如何思想独立，人格独立，懂得如何选择好的爱人；适合孩子们看，看到团队精神，看清现在的和平盛世是多少先辈们浴血奋战，用生命换来的，懂得珍惜当下。一念关山实在是一部好剧，它值得在更多平台播出，让更多人看到。,2023-12-21 12:05
陈情令,2023-12-21 12:05
第一反应仙剑 ,2023-12-21 12:04
任嘉伦，非他莫属啊,2023-12-21 12:01
近几年一念关山最好看，剧情最好，男女主跟六道堂印象深刻，可以反复看的都是好剧。这部剧就可以反复刷，以前反复看的只有甄嬛传锦绣未央，这回多了一念关山。刘宇宁棒棒哒，刘宇宁天生吃演员这个饭的人。 近几年一念关山最好看，剧情最好，男女主跟六道堂印象深刻，可以反复看的都是好剧。这部剧就可以反复刷，以前反复看的只有甄嬛传锦绣未央，这回多了一念关山。刘宇宁棒棒哒，刘宇宁天生吃演员这个饭的人。刘宇宁宁远舟都是苦命人,2023-12-21 12:01
好白哦不好帅摩登兄弟刘宇宁✨刘宇宁✨lyn✨宁哥✨棚主🎵🎵🎵🎵🎵🎵🎵 好白哦不好帅摩登兄弟刘宇宁✨刘宇宁✨lyn✨宁哥✨棚主🎵🎵🎵🎵🎵🎵🎵,2023-12-21 12:01
我喜欢仙剑三 ,2023-12-21 11:59
